TO_UA
1462155263
time,tx_packets
0.001,54135
0.101,54135
0.201,54135
0.301,54135
0.401,54135
0.502,54135
0.602,54135
0.702,54135
0.802,54135
0.902,54135
1.003,54135
1.103,54135
1.203,54137
1.303,54137
1.403,54137
1.504,54137
1.604,54137
1.704,54137
1.804,54137
1.904,54137
2.005,54138
2.105,54140
2.205,54140
2.305,54140
2.406,54141
2.506,54142
2.606,54162
2.706,54193
2.806,54229
2.907,54264
3.007,54300
3.107,54333
3.207,54365
3.307,54387
3.407,54396
3.508,54402
3.608,54402
3.708,54404
3.808,54412
3.908,54414
4.009,54414
4.109,54421
4.209,54428
4.309,54439
4.409,54456
4.509,54464
4.610,54470
4.710,54470
4.810,54477
4.910,54482
5.010,54482
5.111,54485
5.211,54496
5.311,54511
5.411,54519
5.511,54531
5.611,54534
5.712,54534
5.812,54539
5.912,54546
6.012,54547
6.112,54550
6.213,54563
6.314,54575
6.413,54581
6.513,54585
6.613,54588
6.714,54588
6.815,54590
6.914,54593
7.014,54595
7.114,54598
7.215,54612
7.315,54614
7.415,54623
7.515,54631
7.616,54631
7.716,54632
7.816,54635
7.916,54637
8.016,54637
8.116,54644
8.217,54661
8.317,54669
8.417,54669
8.517,54672
8.617,54673
8.718,54673
8.818,54674
8.918,54677
9.018,54677
9.119,54688
9.219,54702
9.319,54708
9.420,54708
9.519,54709
9.619,54710
9.720,54710
9.820,54710
9.920,54712
10.020,54714
10.121,54731
10.221,54742
10.321,54749
10.421,54749
10.521,54749
10.622,54752
10.722,54754
10.822,54757
10.922,54760
11.023,54769
11.123,54785
11.223,54792
11.323,54797
12.423,54842
12.523,54842
12.624,54845
12.724,54848
12.825,54848
12.924,54860
13.025,54874
13.125,54878
13.225,54878
13.325,54882
13.425,54884
13.526,54884
13.626,54886
13.726,54890
13.826,54893
13.926,54910
14.026,54919
14.127,54929
14.227,54929
14.328,54930
14.428,54932
14.528,54932
14.628,54933
14.728,54934
14.829,54943
14.929,54957
15.029,54969
15.129,54973
15.229,54975
15.330,54976
15.430,54978
15.530,54979
15.630,54980
15.731,54982
15.831,54994
15.931,55007
16.031,55015
16.132,55017
16.231,55019
16.332,55020
16.432,55021
16.533,55022
16.632,55022
16.733,55026
16.833,55042
16.933,55053
17.034,55059
17.134,55061
17.234,55062
17.335,55062
17.435,55064
17.535,55068
17.635,55068
17.735,55082
17.836,55095
17.936,55098
18.036,55101
18.136,55102
18.237,55103
18.337,55106
18.437,55108
18.537,55108
18.638,55111
18.738,55131
18.838,55140
18.938,55144
19.039,55147
19.139,55151
19.240,55172
19.340,55187
19.440,55220
19.540,55238
19.640,55240
19.741,55240
19.841,55248
19.941,55253
20.042,55253
20.142,55257
20.242,55264
20.342,55277
20.442,55292
20.543,55302
20.643,55306
20.743,55306
20.844,55312
20.944,55318
21.044,55318
21.144,55321
21.244,55331
21.344,55346
21.445,55356
21.545,55368
21.645,55373
21.745,55374
21.845,55379
21.946,55386
22.046,55386
22.146,55388
22.246,55403
22.346,55425
22.447,55426
22.547,55443
22.647,55454
22.747,55466
22.848,55488
22.948,55491
23.048,55492
23.148,55505
23.248,55508
23.348,55508
23.448,55516
23.549,55525
23.649,55527
23.749,55540
23.849,55557
23.949,55559
24.049,55559
24.150,55566
24.250,55576
24.350,55576
24.450,55578
24.551,55590
24.651,55596
24.751,55605
24.852,55615
24.952,55621
25.052,55621
25.152,55626
25.253,55638
25.353,55638
25.453,55639
25.553,55652
25.653,55664
25.754,55670
25.854,55676
25.954,55684
26.054,55684
26.155,55686
26.255,55698
26.355,55699
26.455,55700
26.556,55714
26.656,55728
26.756,55728
26.856,55728
26.957,55728
27.056,55730
27.157,55730
27.257,55730
27.358,55731
27.458,55731
27.558,55731
27.658,55731
27.758,55731
27.859,55731
27.959,55731
28.059,55732
28.160,55733
28.260,55733
28.360,55733
28.461,55733
28.561,55733
28.661,55733
28.761,55734
28.861,55734
28.962,55734
29.062,55734
29.162,55735
29.262,55735
29.363,55735
29.463,55735
29.563,55735
29.664,55735
29.764,55735
29.864,55735
29.965,55735
30.065,55735
30.165,55735
30.265,55735
30.366,55735
30.466,55735
30.566,55735
30.666,55735
30.767,55735
30.867,55735
30.967,55735
31.067,55735
31.168,55735
31.268,55735
31.368,55735
31.469,55737
31.569,55739
31.669,55739
31.769,55739
31.870,55739
31.970,55739
32.070,55739
32.170,55739
32.271,55740
32.371,55740
32.471,55740
32.571,55741
32.672,55741
32.772,55741
32.872,55741
32.973,55742
33.073,55742
33.173,55742
33.273,55743
